Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_141.jpg;0;1;0;4.992789;106.8699;60.49467;1.447654;287.2;-0.002327089
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_208.jpg;0;1;0;5.009437;106.958;60.2073;1.434145;287.1749;-0.002284587
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_273.jpg;0;1;0;4.999889;107.046;59.91909;1.443631;287.1017;-0.0005535678
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_342.jpg;0;1;0;5.011199;107.1628;59.53573;1.454044;287.1677;-0.001470445
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_408.jpg;0;1;0;5.015404;107.2505;59.24721;1.485137;287.1209;-0.001116524
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_475.jpg;0;1;0;5.027537;107.3379;58.95918;1.511737;287.1408;-0.003136722
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_543.jpg;0;1;0;5.008979;107.4538;58.57689;1.430478;287.0957;-0.001088994
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_609.jpg;0;1;0;5.008826;107.5406;58.28983;1.37776;287.059;-0.001298258
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_676.jpg;0;1;0;5.008582;107.6275;58.00222;1.349201;287.0297;-0.001487873
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_743.jpg;0;1;0;5.022969;107.7432;57.61854;1.335822;286.9603;-0.001273976
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_809.jpg;0;1;0;5.014175;107.83;57.33008;1.351717;286.9312;-0.001517752
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_877.jpg;0;1;0;5.021437;107.9166;57.04173;1.374889;286.8852;-0.0009206596
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_58_944.jpg;0;1;0;5.014285;108.0319;56.65632;1.428507;286.8436;-0.001559088
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_010.jpg;0;1;0;5.005313;108.1181;56.36747;1.470917;286.8005;-0.001155937
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_081.jpg;0;1;0;4.982991;108.2324;55.98292;1.485916;286.7326;-0.004184604
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_145.jpg;0;1;0;5.033689;108.3175;55.69589;1.41979;286.6942;-0.00146315
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_212.jpg;0;1;0;5.013345;108.4026;55.40789;1.383971;286.6612;-0.001463315
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_280.jpg;0;1;0;5.017052;108.5159;55.0232;1.369963;286.6265;-0.001808222
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_345.jpg;0;1;0;4.994036;108.6007;54.73475;1.371289;286.5642;-0.001501471
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_414.jpg;0;0.8978104;0;5.008822;108.6854;54.44591;1.388165;286.5266;-0.001198863
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_477.jpg;3.026104;0.6960701;0;4.987565;108.7705;54.1575;1.399829;286.6079;-0.002114374
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_544.jpg;5.974755;0.4994935;0;5.000786;108.8872;53.77491;1.374884;287.1948;0.02975876
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_611.jpg;8.965922;0.3000824;0;5.000044;108.9793;53.49075;1.296884;288.0524;0.1428124
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_677.jpg;11.98502;0.09880935;0;4.993954;109.0757;53.21032;1.119248;289.2783;0.3138436
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_744.jpg;14.97026;0;0;4.978682;109.2134;52.84556;0.6697651;291.5102;0.6549175
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_811.jpg;15;0;0;4.950435;109.3251;52.57985;0.1946275;293.4303;1.02834
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_878.jpg;15;0;0;4.92882;109.4433;52.31797;359.7577;295.3358;1.412985
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_11_59_945.jpg;15;0;0;4.909921;109.608;51.96693;359.5612;297.8884;1.541741
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_012.jpg;15;0;0;4.88505;109.7408;51.70563;359.6389;299.8865;1.457896
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_078.jpg;15;0;0;4.852401;109.9332;51.36443;359.9374;302.6078;1.246146
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_145.jpg;15;0;0;4.813129;110.0889;51.12181;0.02692858;304.5006;1.161342
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_212.jpg;15;0;0;4.761305;110.2528;50.88994;359.9698;306.5083;1.184688
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_279.jpg;15;0;0;4.738694;110.4842;50.59106;-0.005291156;309.1758;1.288423
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_348.jpg;15;0;0;4.717107;110.6638;50.37354;0.01979341;311.2123;1.270537
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_413.jpg;15;0;0;4.683658;110.8484;50.16392;359.9688;313.2649;1.212489
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_481.jpg;15;0;0;4.654452;111.1079;49.89841;-0.005583813;315.9673;1.234523
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_549.jpg;15;0;0;4.632859;111.3085;49.70739;0.01676619;318.0321;1.192122
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_614.jpg;15;0;0;4.596521;111.5143;49.52612;359.9701;320.0589;1.185735
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_682.jpg;15;0;0;4.571975;111.7993;49.2986;-0.005480373;322.7729;1.265475
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_748.jpg;15;0;0;4.551117;112.0174;49.136;0.01735327;324.8505;1.241078
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_814.jpg;15;0;0;4.51846;112.2388;48.9821;359.9803;326.9514;1.179748
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_883.jpg;15;0;0;4.488426;112.5435;48.79453;359.988;329.7287;1.23651
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_00_949.jpg;15;0;0;4.46951;112.7757;48.66245;0.005984206;331.8333;1.207661
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_016.jpg;15;0;0;4.429646;113.0114;48.5418;359.9861;333.9429;1.260761
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_083.jpg;15;0;0;4.415673;113.33;48.39326;359.994;336.7636;1.244616
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_148.jpg;15;0;0;4.38159;113.5722;48.29366;-0.00356029;338.8698;1.244729
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_216.jpg;15;0;0;4.350123;113.8163;48.20313;359.9902;340.9957;1.215575
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_284.jpg;15;0;0;4.3308;114.1449;48.09811;359.9868;343.8001;1.177149
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_350.jpg;15;0;0;4.305917;114.3935;48.03176;0.002505239;345.9097;1.20788
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_417.jpg;15;0;0;4.272135;114.6427;47.97545;359.9885;348.0486;1.277363
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_484.jpg;15;0;0;4.258732;114.976;47.91252;0.004023088;350.9075;1.261335
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_551.jpg;15;0;0;4.225748;115.2257;47.87716;359.9876;353.0378;1.247949
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_617.jpg;15;0;0;4.195635;115.4758;47.85122;0.004759254;355.1949;1.229348
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_685.jpg;15;0;0;4.175791;115.8056;47.83455;359.8896;358.2286;1.309168
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_751.jpg;15;0;0;4.097439;116.0363;47.84385;359.0879;0.2877274;2.04237
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_817.jpg;15;0;0;4.060704;116.2597;47.86352;358.0818;2.783569;3.162355
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_884.jpg;15;0;0;4.009944;116.5258;47.91219;355.5443;5.37632;5.838304
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_01_952.jpg;15;0;0;3.932128;116.708;47.95596;353.0963;6.681534;8.273546
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_017.jpg;15;0;0;3.803933;116.879;48.00004;350.4249;8.024773;10.84783
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_084.jpg;15;0;0;3.508498;117.1044;48.05112;347.676;9.59137;13.16426
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_151.jpg;15;0;0;3.465901;117.2621;48.0989;345.6841;11.52177;15.30283
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_218.jpg;15;0;0;3.328144;117.4658;48.15879;343.7842;14.52458;17.5593
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_285.jpg;15;0;0;3.047064;117.6117;48.2083;342.7387;17.06383;19.16401
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_353.jpg;15;0;0;2.753484;117.7469;48.27592;342.497;20.29458;21.55159
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_419.jpg;15;0;0;2.715038;117.9183;48.38206;343.3008;25.18912;25.32752
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_486.jpg;15;0;0;2.546702;118.0432;48.46651;345.0381;29.60953;28.31236
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_552.jpg;15;0;0;2.337979;118.1619;48.56125;347.4738;33.29491;30.2672
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_619.jpg;15;0;0;2.337509;118.3162;48.69115;351.0482;37.8922;32.35307
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_686.jpg;15;0;0;2.335585;118.4282;48.80075;354.3034;40.80853;32.81697
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_753.jpg;15;0;0;2.259596;118.5406;48.91282;357.8921;43.89339;32.83908
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_820.jpg;15;0;0;2.258697;118.6792;49.07352;2.029764;46.98281;31.09924
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_887.jpg;15;0;0;2.328996;118.7695;49.19333;3.925966;48.91716;28.83628
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_02_953.jpg;15;0;0;2.409151;118.8549;49.31195;5.211226;50.82304;26.02851
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_021.jpg;15;0;0;2.48797;118.9626;49.46671;6.035141;53.50798;21.46427
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_088.jpg;15;0;0;2.578738;119.0404;49.57881;5.995212;55.73589;17.44648
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_155.jpg;15;0;0;2.708018;119.1168;49.68647;5.381502;58.2943;12.94463
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_222.jpg;15;0;0;2.801255;119.2176;49.82224;3.584464;62.62375;6.271639
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_289.jpg;15;0;0;2.880739;119.2915;49.91833;1.317199;66.90052;0.9414155
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_355.jpg;15;0;0;3.050691;119.3212;50.04792;359.3872;69.37249;357.6342
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_424.jpg;15;0;0;2.989913;119.3582;50.23972;357.4685;72.49271;354.3752
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_490.jpg;11.92681;0;0.1014072;2.95798;119.3837;50.39312;356.3583;75.01963;352.575
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_556.jpg;8.986641;0;0.1976887;2.903627;119.4061;50.55212;355.4715;77.42548;351.1948
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_624.jpg;5.953202;0;0;2.835254;119.4281;50.77489;354.95;80.53214;350.3501
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_690.jpg;0;0;0;2.832063;119.4382;50.94895;355.021;82.77555;350.3573
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_756.jpg;0;0;0;2.765323;119.4436;51.1262;355.3393;84.82618;350.652
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_823.jpg;0;0;0;2.716516;119.4401;51.37173;356.5385;87.55525;351.9883
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_890.jpg;0;0;0;2.712858;119.4294;51.56155;357.9238;89.52325;353.5176
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_03_957.jpg;0;0;0;2.545141;119.4184;51.73215;358.8393;90.64484;355.5055
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_024.jpg;0;0;0;2.442591;119.4667;51.89155;357.3127;90.15231;355.6288
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_091.jpg;0;0;0;2.35374;119.5066;51.99271;355.4868;91.2066;355.5476
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_158.jpg;0;0;0;2.077038;119.5525;52.05779;352.5514;92.5289;355.1675
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_225.jpg;0;0;0;1.739697;119.5901;52.10576;347.9535;94.58243;355.753
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_292.jpg;0;0;0;1.408992;119.6074;52.12042;344.0422;97.08243;357.0821
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_358.jpg;0;0;0;1.212527;119.6213;52.11532;339.7;99.49057;359.0393
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_425.jpg;0;0;0;1.007324;119.6406;52.08823;333.5255;102.3792;2.218462
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_493.jpg;0;0;0;0.9815746;119.6697;52.04992;330.0121;102.351;2.728144
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_560.jpg;0;0;0;-0.3670088;119.708;51.98975;326.6971;98.59253;0.7358625
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_627.jpg;0;0;0;-0.3669381;119.7295;51.94432;325.137;95.45575;359.0973
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_693.jpg;0;0;0;-0.4387004;119.7399;51.8933;324.3727;92.55344;358.1584
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_759.jpg;0;0;0;-0.5991995;119.7479;51.82455;324.2976;89.19333;357.5301
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_828.jpg;0;0;0;-0.7165789;119.7507;51.7741;324.9504;86.93196;357.4508
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_892.jpg;0;0;0;-0.8924404;119.7508;51.72548;326.1966;84.87173;357.721
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_04_960.jpg;0;0;0;-1.006033;119.7522;51.67031;328.9308;81.61678;358.0033
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_027.jpg;0;0;0;-1.114485;119.756;51.63863;331.801;78.71037;358.1426
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_093.jpg;0;0;0;-1.263842;119.7622;51.61556;335.32;75.63837;358.4595
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_160.jpg;0;0;0;-1.378567;119.7744;51.59832;340.9225;71.61511;359.4561
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_229.jpg;0;0;0;-1.477191;119.7948;51.59264;345.8495;68.29316;0.1229381
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_294.jpg;0;0;0;-1.611311;119.8258;51.59134;351.3832;63.94659;0.5064961
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_362.jpg;0;0;0;-1.658519;119.8705;51.57435;358.4305;58.23048;0.8552114
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_428.jpg;1.504644;0;0;-1.652791;119.8948;51.54348;2.851685;55.95233;0.9853532
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_494.jpg;4.46723;0;0;-1.617835;119.9074;51.50715;6.815391;56.26247;0.9870317
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_562.jpg;7.483147;0;0;-1.544095;119.9141;51.44641;11.08048;59.3264;359.9608
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_628.jpg;10.50238;0;0;-1.579854;119.9063;51.39629;13.41184;61.95003;359.416
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_695.jpg;13.50129;0;0;-1.372743;119.896;51.34233;15.06547;63.55336;359.2826
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_762.jpg;13.49576;0;0;-1.372054;119.88;51.26396;16.47499;64.77249;359.4781
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_829.jpg;10.49232;0;0;-1.274889;119.8657;51.19964;16.99075;65.41636;359.7637
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_895.jpg;7.486697;0;0;-1.12217;119.85;51.12979;16.73823;66.12348;359.9695
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_05_962.jpg;4.488086;0;0;-1.115827;119.825;51.03011;15.77653;67.39204;0.1606064
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_029.jpg;1.473745;-0.200956;0;-0.9714732;119.8106;50.94757;14.18116;68.32613;359.8674
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_096.jpg;0;-0.4011514;0;-0.9549125;119.7889;50.86089;12.24361;69.87965;359.6235
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_162.jpg;0;-0.5985051;0;-0.8727713;119.7522;50.7357;8.585693;71.69424;359.9129
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_231.jpg;0;-0.8044183;0;-0.8904209;119.7286;50.62863;5.195591;72.62717;359.9736
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_297.jpg;0;-1;0;-0.8468642;119.7044;50.51337;1.312826;73.8181;359.9454
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_365.jpg;0;-0.8994731;0;-0.8788651;119.6664;50.36769;356.7721;73.72581;359.993
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_431.jpg;0;-0.7000818;0;-0.9163741;119.64;50.26864;354.1021;73.42369;359.9857
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_497.jpg;0;-0.4985843;0;-0.9633213;119.6147;50.17492;351.9043;73.15309;359.9832
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_565.jpg;0;-0.2951886;0;-1.002729;119.5835;50.05824;349.7429;72.85054;359.9819
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_632.jpg;0;-0.09867893;0;-1.044726;119.5619;49.97717;348.718;72.64373;359.981
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_700.jpg;3.063541;0;0;-1.084936;119.5236;49.88465;348.3245;73.14735;0.929935
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_766.jpg;6.046803;0;0;-1.1019;119.4941;49.82588;348.6905;74.16866;1.977811
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_833.jpg;9.055574;0;0;-1.128852;119.4706;49.77439;349.6416;75.59829;2.842381
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_899.jpg;12.08225;0;0;-1.150605;119.4455;49.71855;351.8111;77.79627;3.615343
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_06_967.jpg;15;0;0;-1.168501;119.4288;49.68739;354.0929;79.71183;3.977844
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_035.jpg;15;0;0;-1.180463;119.4129;49.6659;356.9221;81.94925;4.129487
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_100.jpg;15;0;0;-1.181426;119.4037;49.64674;1.078357;83.63224;3.559136
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_167.jpg;15;0;0;-1.122428;119.4059;49.625;3.564976;83.29934;2.40999
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_233.jpg;15;0;0;-1.099069;119.4081;49.59873;5.661607;82.84819;1.024709
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_301.jpg;15;0;0;-1.03128;119.4045;49.56382;8.000462;82.50195;359.467
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_366.jpg;15;0;0;-0.887596;119.4003;49.54178;9.44688;82.20277;358.7014
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_433.jpg;15;0;0;-0.6884934;119.3952;49.52429;10.66364;81.9818;358.304
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_500.jpg;15;0;0;-0.5117714;119.3894;49.50815;11.99408;81.71024;358.2499
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_567.jpg;15;0;0;-0.4099084;119.385;49.49925;12.69428;81.34972;358.6002
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_634.jpg;15;0;0;-0.2409413;119.3804;49.49224;12.93673;82.88042;358.8581
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_704.jpg;15;0;0;-0.1873716;119.3749;49.48704;12.72829;86.11419;359.259
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_768.jpg;15;0;0;0.2196454;119.3711;49.48312;12.12872;88.77036;359.6799
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_834.jpg;15;0;0;0.3256405;119.3674;49.47859;11.16287;91.62308;0.2288611
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_901.jpg;15;0;0;0.420669;119.3714;49.4725;9.206461;95.33203;0.6214932
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_07_969.jpg;15;0;0;0.5024574;119.3751;49.46816;7.335465;98.05765;0.8655214
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_08_035.jpg;15;0;0;0.6113388;119.3759;49.46853;5.42948;100.8392;1.227167
C:\Users\Carl\RoboND-Rover-Project\myDataSet\IMG\robocam_2017_08_16_20_12_08_105.jpg;15;0;0;0.637934;119.3768;49.48969;3.768707;102.9482;1.332504
